input,seed,cores,vertices,edges,time,trials,concurrency,result
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,1323,144,16000,16384000,11.1379,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,3514,144,16000,16384000,11.2915,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,3514,288,16000,16384000,10.1497,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,3514,432,16000,16384000,10.6041,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,3514,576,16000,16384000,8.33188,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,3514,720,16000,16384000,8.33196,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,3514,864,16000,16384000,7.87404,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,3514,1008,16000,16384000,5.41441,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,3514,1152,16000,16384000,5.32074,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,3514,1296,16000,16384000,5.58241,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,3667,144,16000,16384000,11.3904,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,4571,144,16000,16384000,11.4785,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,4571,288,16000,16384000,9.93372,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,4571,432,16000,16384000,10.487,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,4571,576,16000,16384000,8.30438,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,4571,720,16000,16384000,7.86227,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,4571,864,16000,16384000,8.01385,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,4571,1008,16000,16384000,5.8402,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,4571,1152,16000,16384000,5.62787,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,4571,1296,16000,16384000,5.81364,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,6054,144,16000,16384000,11.444,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,6054,288,16000,16384000,9.77421,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,6054,432,16000,16384000,10.121,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,6054,576,16000,16384000,8.12565,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,6054,720,16000,16384000,8.26966,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,6054,864,16000,16384000,8.25805,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,6054,1008,16000,16384000,5.83045,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,6054,1152,16000,16384000,5.25589,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,6054,1296,16000,16384000,5.79226,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,7944,144,16000,16384000,18.8461,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,7944,288,16000,16384000,10.1377,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,7944,432,16000,16384000,10.4349,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,7944,576,16000,16384000,7.80008,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,7944,720,16000,16384000,8.20172,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,7944,864,16000,16384000,7.94369,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,7944,1008,16000,16384000,5.54205,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,7944,1152,16000,16384000,5.4855,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,7944,1296,16000,16384000,6.12021,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,12423,144,16000,16384000,11.3738,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,12423,288,16000,16384000,9.81044,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,12423,432,16000,16384000,10.598,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,12423,576,16000,16384000,8.40181,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,12423,720,16000,16384000,9.19177,1,high,6
/scratch/daint/kalvodap/evaluation_inputs/e4/rmat_16k_1024.in,12423,864,16000,16384000,7.5374,1,high,6
