input,seed,cores,vertices,edges,time,trials,concurrency,result
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18085,1,32000,512000,59.8409,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18086,1,32000,512000,67.118,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18087,1,32000,512000,61.0532,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18088,1,32000,512000,59.3696,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18089,1,32000,512000,59.9847,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18090,1,32000,512000,59.5861,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18091,1,32000,512000,59.3397,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18092,1,32000,512000,58.7426,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18093,1,32000,512000,59.7939,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18094,1,32000,512000,59.5868,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18095,1,32000,512000,60.4851,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18096,1,32000,512000,58.4969,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18097,1,32000,512000,57.1157,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18098,1,32000,512000,71.9536,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18099,1,32000,512000,58.6274,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18100,1,32000,512000,59.5263,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18101,1,32000,512000,58.8928,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/32k/ws_32k_16.in,18102,1,32000,512000,60.4166,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.5636,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.5775,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.5808,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.6125,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.6132,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.6198,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.6213,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.6239,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.6453,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.6456,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.6586,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.6687,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.7094,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,95.9125,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,98.5975,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,98.8279,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,100.666,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/48k/ws_48k_16.in,18084,1,48000,768000,104.269,?,co-karger-stein,2000
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18085,1,64000,1024000,158.791,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18086,1,64000,1024000,137.97,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18087,1,64000,1024000,136.421,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18088,1,64000,1024000,140.847,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18089,1,64000,1024000,139.239,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18090,1,64000,1024000,140.604,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18091,1,64000,1024000,141.195,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18092,1,64000,1024000,139.749,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18093,1,64000,1024000,140.289,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18094,1,64000,1024000,139.399,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18095,1,64000,1024000,141.186,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18096,1,64000,1024000,138.224,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18097,1,64000,1024000,138.802,?,co-karger-stein,2100
/scratch/daint/kalvodap/evaluation_inputs/e1/64k/ws_64k_16.in,18098,1,64000,1024000,178.925,?,co-karger-stein,2100
